"provider","placeName","category","providerCategories","osmType","osmId","latitude","longitude","formattedAddress","distanceMeters","estimatedCredits","tags","possibleActivities","rawTags"
"geoapify","COFFEE FACTORY","geoapify:catering","catering | catering.cafe | internet_access","geoapify","518a8b48b9207452c0596ff9c0f4ac614440f00103f9018d9a2cc30200000092030e434f4646454520464143544f5259","40.7630907","-73.8144973","COFFEE FACTORY, 718 Barton Avenue, New York, NY 11354, United States of America","359","1","local business | food | indoor | group-friendly | catering | catering cafe | internet access | COFFEE FACTORY, 718 Barton Avenue, New York, NY 11354, United States of America","food stop","name=COFFEE FACTORY | formatted=COFFEE FACTORY, 718 Barton Avenue, New York, NY 11354, United States of America | address_line1=COFFEE FACTORY | address_line2=718 Barton Avenue, New York, NY 11354, United States of America | categories=catering;catering.cafe;internet_access | city=New York | street=Barton Avenue | housenumber=718"
"geoapify","Korean BBQ","geoapify:catering","catering | catering.restaurant","geoapify","5101231e3f0a7452c059b03062aaf4614440f00103f90176a4be160100000092030a4b6f7265616e20424251","40.7652791","-73.8131254","Korean BBQ, Northern Boulevard, New York, NY 11354, United States of America","364","1","local business | food | indoor | group-friendly | catering | catering restaurant | Korean BBQ, Northern Boulevard, New York, NY 11354, United States of America","food stop","name=Korean BBQ | formatted=Korean BBQ, Northern Boulevard, New York, NY 11354, United States of America | address_line1=Korean BBQ | address_line2=Northern Boulevard, New York, NY 11354, United States of America | categories=catering;catering.restaurant | city=New York | street=Northern Boulevard | housenumber="
"geoapify","Xi Top BBQ","geoapify:catering","catering | catering.restaurant | catering.restaurant.barbecue","geoapify","516d6a45402a7452c05968f4baf59a614440f00103f901ba992cc30200000092030a586920546f7020424251","40.7625415","-73.8150788","Xi Top BBQ, 40-30 149th Place, New York, NY 11354, United States of America","377","1","local business | food | indoor | group-friendly | catering | catering restaurant | catering restaurant barbecue | Xi Top BBQ, 40-30 149th Place, New York, NY 11354, United States of America","food stop","name=Xi Top BBQ | formatted=Xi Top BBQ, 40-30 149th Place, New York, NY 11354, United States of America | address_line1=Xi Top BBQ | address_line2=40-30 149th Place, New York, NY 11354, United States of America | categories=catering;catering.restaurant;catering.restaurant.barbecue | city=New York | street=149th Place | housenumber=40-30"
"geoapify","KFC","geoapify:building","building | building.catering | catering | catering.fast_food","geoapify","51fcb9da57037452c0599d8e8aaff6614440f00102f9016c85f510000000009203034b4643","40.7653408","-73.8127041","KFC, 152-03 Northern Boulevard, New York, NY 11354, United States of America","394","1","local business | food | indoor | group-friendly | building | building catering | catering | catering fast food | KFC, 152-03 Northern Boulevard, New York, NY 11354, United States of America","food stop","name=KFC | formatted=KFC, 152-03 Northern Boulevard, New York, NY 11354, United States of America | address_line1=KFC | address_line2=152-03 Northern Boulevard, New York, NY 11354, United States of America | categories=building;building.catering;catering;catering.fast_food | city=New York | street=Northern Boulevard | housenumber=152-03"
"geoapify","Seoul Ttukbaegi","geoapify:catering","catering | catering.restaurant | catering.restaurant.korean","geoapify","514155f1eb2c7452c059fe3141738c614440f00103f9018704794f0200000092030f53656f756c205474756b6261656769","40.7620987","-73.8152418","Seoul Ttukbaegi, 149-14 41st Avenue, New York, NY 11355, United States of America","413","1","local business | food | indoor | group-friendly | catering | catering restaurant | catering restaurant korean | Seoul Ttukbaegi, 149-14 41st Avenue, New York, NY 11355, United States of America","food stop","name=Seoul Ttukbaegi | formatted=Seoul Ttukbaegi, 149-14 41st Avenue, New York, NY 11355, United States of America | address_line1=Seoul Ttukbaegi | address_line2=149-14 41st Avenue, New York, NY 11355, United States of America | categories=catering;catering.restaurant;catering.restaurant.korean | city=New York | street=41st Avenue | housenumber=149-14"
"geoapify","Joong Koog Jip","geoapify:catering","catering | catering.restaurant | catering.restaurant.korean","geoapify","5147f5e7ec2e7452c059bd7c355c89614440f00103f9019a9b2ec30200000092030e4a6f6f6e67204b6f6f67204a6970","40.7620044","-73.8153641","Joong Koog Jip, 149-08 41st Avenue, New York, NY 11355, United States of America","418","1","local business | food | indoor | group-friendly | catering | catering restaurant | catering restaurant korean | Joong Koog Jip, 149-08 41st Avenue, New York, NY 11355, United States of America","food stop","name=Joong Koog Jip | formatted=Joong Koog Jip, 149-08 41st Avenue, New York, NY 11355, United States of America | address_line1=Joong Koog Jip | address_line2=149-08 41st Avenue, New York, NY 11355, United States of America | categories=catering;catering.restaurant;catering.restaurant.korean | city=New York | street=41st Avenue | housenumber=149-08"
"geoapify","Mapo BBQ","geoapify:catering","catering | catering.restaurant | catering.restaurant.korean","geoapify","51eb3b759b267452c059e98ccd3e8f614440f00103f9017a1328cd000000009203084d61706f20424251","40.762184","-73.8148564","Mapo BBQ, 149th Place, New York, NY 11355, United States of America","421","1","local business | food | indoor | group-friendly | catering | catering restaurant | catering restaurant korean | Mapo BBQ, 149th Place, New York, NY 11355, United States of America","food stop","name=Mapo BBQ | formatted=Mapo BBQ, 149th Place, New York, NY 11355, United States of America | address_line1=Mapo BBQ | address_line2=149th Place, New York, NY 11355, United States of America | categories=catering;catering.restaurant;catering.restaurant.korean | city=New York | street=149th Place | housenumber="
"geoapify","98K","geoapify:catering","catering | catering.fast_food | catering.fast_food.burger","geoapify","51b08d78b21b7452c059566d5f0196614440f00103f901519e21440200000092030339384b","40.7623903","-73.8141905","98K, 149-46 41st Avenue, New York, NY 11355, United States of America","434","1","local business | food | indoor | group-friendly | catering | catering fast food | catering fast food burger | 98K, 149-46 41st Avenue, New York, NY 11355, United States of America","food stop","name=98K | formatted=98K, 149-46 41st Avenue, New York, NY 11355, United States of America | address_line1=98K | address_line2=149-46 41st Avenue, New York, NY 11355, United States of America | categories=catering;catering.fast_food;catering.fast_food.burger | city=New York | street=41st Avenue | housenumber=149-46"
"geoapify","Hong Kong Gourmet","geoapify:building","building | building.catering | catering | catering.restaurant | catering.restaurant.chinese","geoapify","511e2fed97a37452c0595d564051d9614440f00102f90127a5f51000000000920311486f6e67204b6f6e6720476f75726d6574","40.7644445","-73.822485","Hong Kong Gourmet, 144-20 Northern Boulevard, New York, NY 11354, United States of America","435","1","local business | food | indoor | group-friendly | building | building catering | catering | catering restaurant | catering restaurant chinese | Hong Kong Gourmet, 144-20 Northern Boulevard, New York, NY 11354, United States of America","food stop","name=Hong Kong Gourmet | formatted=Hong Kong Gourmet, 144-20 Northern Boulevard, New York, NY 11354, United States of America | address_line1=Hong Kong Gourmet | address_line2=144-20 Northern Boulevard, New York, NY 11354, United States of America | categories=building;building.catering;catering;catering.restaurant;catering.restaurant.chinese | city=New York | street=Northern Boulevard | housenumber=144-20"
"geoapify","Han Joo Chik Naeng Myun & BBQ","geoapify:catering","catering | catering.restaurant","geoapify","51ffac9e38257452c0590e8ffd378a614440f00103f9017056d0ab0000000092031d48616e204a6f6f204368696b204e61656e67204d79756e202620424251","40.7620306","-73.8147718","Han Joo Chik Naeng Myun & BBQ, 41-06 149th Place, New York, NY 11355, United States of America","439","1","local business | food | indoor | group-friendly | catering | catering restaurant | Han Joo Chik Naeng Myun & BBQ, 41-06 149th Place, New York, NY 11355, United States of America","food stop","name=Han Joo Chik Naeng Myun & BBQ | formatted=Han Joo Chik Naeng Myun & BBQ, 41-06 149th Place, New York, NY 11355, United States of America | address_line1=Han Joo Chik Naeng Myun & BBQ | address_line2=41-06 149th Place, New York, NY 11355, United States of America | categories=catering;catering.restaurant | city=New York | street=149th Place | housenumber=41-06"
"geoapify","Book Chang Dong Soon Tofu","geoapify:catering","catering | catering.restaurant | catering.restaurant.korean","geoapify","512117e64efa7352c0590862a7bee2614440f00103f901edfe729300000000920319426f6f6b204368616e6720446f6e6720536f6f6e20546f6675","40.7647322","-73.8121526","Book Chang Dong Soon Tofu, 152-22 Northern Boulevard, New York, NY 11354, United States of America","452","1","local business | food | indoor | group-friendly | catering | catering restaurant | catering restaurant korean | Book Chang Dong Soon Tofu, 152-22 Northern Boulevard, New York, NY 11354, United States of America","food stop","name=Book Chang Dong Soon Tofu | formatted=Book Chang Dong Soon Tofu, 152-22 Northern Boulevard, New York, NY 11354, United States of America | address_line1=Book Chang Dong Soon Tofu | address_line2=152-22 Northern Boulevard, New York, NY 11354, United States of America | categories=catering;catering.restaurant;catering.restaurant.korean | city=New York | street=Northern Boulevard | housenumber=152-22"
"geoapify","Best Whitestone Liquor","geoapify:commercial","commercial | commercial.food_and_drink | commercial.food_and_drink.drinks","geoapify","5185562767a87452c059d2e2c638da614440f00103f901c793d1ab000000009203164265737420576869746573746f6e65204c6971756f72","40.7644721","-73.8227785","Best Whitestone Liquor, 144-12 Northern Boulevard, New York, NY 11354, United States of America","464","1","local business | food | indoor | group-friendly | commercial | commercial food and drink | commercial food and drink drinks | Best Whitestone Liquor, 144-12 Northern Boulevard, New York, NY 11354, United States of America","food stop","name=Best Whitestone Liquor | formatted=Best Whitestone Liquor, 144-12 Northern Boulevard, New York, NY 11354, United States of America | address_line1=Best Whitestone Liquor | address_line2=144-12 Northern Boulevard, New York, NY 11354, United States of America | categories=commercial;commercial.food_and_drink;commercial.food_and_drink.drinks | city=New York | street=Northern Boulevard | housenumber=144-12"
"geoapify","Adam's Chicken & Pocha","geoapify:catering","catering | catering.restaurant | catering.restaurant.korean","geoapify","51f864c570f57352c0592be29d3de1614440f00103f9010c53fbce020000009203164164616d277320436869636b656e202620506f636861","40.7646863","-73.8118555","Adam's Chicken & Pocha, 153-02A Northern Boulevard, New York, NY 11354, United States of America","478","1","local business | food | indoor | group-friendly | catering | catering restaurant | catering restaurant korean | Adam's Chicken & Pocha, 153-02A Northern Boulevard, New York, NY 11354, United States of America","food stop","name=Adam's Chicken & Pocha | formatted=Adam's Chicken & Pocha, 153-02A Northern Boulevard, New York, NY 11354, United States of America | address_line1=Adam's Chicken & Pocha | address_line2=153-02A Northern Boulevard, New York, NY 11354, United States of America | categories=catering;catering.restaurant;catering.restaurant.korean | city=New York | street=Northern Boulevard | housenumber=153-02A"
"geoapify","Kakaboka Hair Salon","geoapify:commercial","commercial | service | service.beauty | service.beauty.hairdresser","geoapify","51ad61d053ae7452c0593f69f931e6614440f00103f9012317d4ab000000009203134b616b61626f6b6120486169722053616c6f6e","40.7648375","-73.8231401","Kakaboka Hair Salon, 144-07 Northern Boulevard, New York, NY 11354, United States of America","487","1","local business | commercial | service | service beauty | service beauty hairdresser | Kakaboka Hair Salon, 144-07 Northern Boulevard, New York, NY 11354, United States of America","visit place","name=Kakaboka Hair Salon | formatted=Kakaboka Hair Salon, 144-07 Northern Boulevard, New York, NY 11354, United States of America | address_line1=Kakaboka Hair Salon | address_line2=144-07 Northern Boulevard, New York, NY 11354, United States of America | categories=commercial;service;service.beauty;service.beauty.hairdresser | city=New York | street=Northern Boulevard | housenumber=144-07"
"geoapify","T-Mobile","geoapify:commercial","commercial | commercial.elektronics | internet_access | wheelchair | wheelchair.yes","geoapify","51341191f5af7452c0594a17b3d5e5614440f00103f9012117d4ab00000000920308542d4d6f62696c65","40.7648265","-73.8232397","T-Mobile, 144-03 Northern Boulevard, New York, NY 11354, United States of America","495","1","local business | commercial | commercial elektronics | internet access | wheelchair | wheelchair yes | T-Mobile, 144-03 Northern Boulevard, New York, NY 11354, United States of America","visit place","name=T-Mobile | formatted=T-Mobile, 144-03 Northern Boulevard, New York, NY 11354, United States of America | address_line1=T-Mobile | address_line2=144-03 Northern Boulevard, New York, NY 11354, United States of America | categories=commercial;commercial.elektronics;internet_access;wheelchair;wheelchair.yes | city=New York | street=Northern Boulevard | housenumber=144-03"
"geoapify","144-02 Northern Boulevard","geoapify:commercial","commercial | commercial.second_hand","geoapify","5134cf11f9ae7452c0595851515bd9614440f00103f901c293d1ab00000000","40.7644457","-73.8231795","144-02 Northern Boulevard, New York, NY 11354, United States of America","498","1","local business | commercial | commercial second hand | 144-02 Northern Boulevard, New York, NY 11354, United States of America","visit place","name=144-02 Northern Boulevard | formatted=144-02 Northern Boulevard, New York, NY 11354, United States of America | address_line1=144-02 Northern Boulevard | address_line2=New York, NY 11354, United States of America | categories=commercial;commercial.second_hand | city=New York | street=Northern Boulevard | housenumber=144-02"
"geoapify","Parsons Flower","geoapify:commercial","commercial | commercial.florist","geoapify","51638c5940b27452c059d97d738ae9614440f00103f901fc17d4ab0000000092030e506172736f6e7320466c6f776572","40.7649396","-73.8233796","Parsons Flower, 35-25 Parsons Boulevard, New York, NY 11354, United States of America","505","1","local business | commercial | commercial florist | Parsons Flower, 35-25 Parsons Boulevard, New York, NY 11354, United States of America","visit place","name=Parsons Flower | formatted=Parsons Flower, 35-25 Parsons Boulevard, New York, NY 11354, United States of America | address_line1=Parsons Flower | address_line2=35-25 Parsons Boulevard, New York, NY 11354, United States of America | categories=commercial;commercial.florist | city=New York | street=Parsons Boulevard | housenumber=35-25"
"geoapify","UNICORN GLOW","geoapify:catering","catering | catering.cafe | internet_access | internet_access.for_customers","geoapify","51f8ad3143be7452c05950e05a42e3614440f00103f9017011eedc0100000092030c554e49434f524e20474c4f57","40.7647479","-73.8241127","UNICORN GLOW, 141-47 Northern Boulevard, New York, NY 11358, United States of America","569","1","local business | food | indoor | group-friendly | catering | catering cafe | internet access | internet access for customers | UNICORN GLOW, 141-47 Northern Boulevard, New York, NY 11358, United States of America","food stop","name=UNICORN GLOW | formatted=UNICORN GLOW, 141-47 Northern Boulevard, New York, NY 11358, United States of America | address_line1=UNICORN GLOW | address_line2=141-47 Northern Boulevard, New York, NY 11358, United States of America | categories=catering;catering.cafe;internet_access;internet_access.for_customers | city=New York | street=Northern Boulevard | housenumber=141-47"
"geoapify","Breakfast and Coffee","geoapify:catering","catering | catering.cafe","geoapify","51adcacf57da7352c0593950865ad3614440f00103f901d02d273503000000920314427265616b6661737420616e6420436f66666565","40.7642625","-73.8102016","Breakfast and Coffee, Northern Boulevard, New York, NY 11354, United States of America","624","1","local business | food | indoor | group-friendly | catering | catering cafe | Breakfast and Coffee, Northern Boulevard, New York, NY 11354, United States of America","food stop","name=Breakfast and Coffee | formatted=Breakfast and Coffee, Northern Boulevard, New York, NY 11354, United States of America | address_line1=Breakfast and Coffee | address_line2=Northern Boulevard, New York, NY 11354, United States of America | categories=catering;catering.cafe | city=New York | street=Northern Boulevard | housenumber="
"geoapify","Samba BBQ","geoapify:catering","catering | catering.restaurant","geoapify","5178cb7ad6da7352c0591578de87cd614440f00103f9012892ab9e0200000092030953616d626120424251","40.7640848","-73.8102318","Samba BBQ, 154-17 Roosevelt Avenue, New York, NY 11354, United States of America","626","1","local business | food | indoor | group-friendly | catering | catering restaurant | Samba BBQ, 154-17 Roosevelt Avenue, New York, NY 11354, United States of America","food stop","name=Samba BBQ | formatted=Samba BBQ, 154-17 Roosevelt Avenue, New York, NY 11354, United States of America | address_line1=Samba BBQ | address_line2=154-17 Roosevelt Avenue, New York, NY 11354, United States of America | categories=catering;catering.restaurant | city=New York | street=Roosevelt Avenue | housenumber=154-17"
"geoapify","The Little Learning Center","geoapify:building","building | building.commercial | commercial | commercial.toy_and_game","geoapify","5156470c51397452c05950e08bf040614440f00102f9014594f5100000000092031a546865204c6974746c65204c6561726e696e672043656e746572","40.7597943","-73.8159983","The Little Learning Center, 147-32 Sanford Avenue, New York, NY 11355, United States of America","628","1","local business | building | building commercial | commercial | commercial toy and game | The Little Learning Center, 147-32 Sanford Avenue, New York, NY 11355, United States of America","visit place","name=The Little Learning Center | formatted=The Little Learning Center, 147-32 Sanford Avenue, New York, NY 11355, United States of America | address_line1=The Little Learning Center | address_line2=147-32 Sanford Avenue, New York, NY 11355, United States of America | categories=building;building.commercial;commercial;commercial.toy_and_game | city=New York | street=Sanford Avenue | housenumber=147-32"
"geoapify","Los Marinillos","geoapify:catering","catering | catering.restaurant | wheelchair | wheelchair.yes","geoapify","513a819f27d47452c0593e27632cd3614440f00103f90113aeddab0000000092030e4c6f73204d6172696e696c6c6f73","40.764257","-73.8254489","Los Marinillos, 141-08 Northern Boulevard, New York, NY 11354, United States of America","690","1","local business | food | indoor | group-friendly | catering | catering restaurant | wheelchair | wheelchair yes | Los Marinillos, 141-08 Northern Boulevard, New York, NY 11354, United States of America","food stop","name=Los Marinillos | formatted=Los Marinillos, 141-08 Northern Boulevard, New York, NY 11354, United States of America | address_line1=Los Marinillos | address_line2=141-08 Northern Boulevard, New York, NY 11354, United States of America | categories=catering;catering.restaurant;wheelchair;wheelchair.yes | city=New York | street=Northern Boulevard | housenumber=141-08"
"geoapify","Jongro BBQ","geoapify:catering","catering | catering.restaurant | catering.restaurant.barbecue | catering.restaurant.korean","geoapify","51c0eac891ce7352c0591bf70906c6614440f00103f901c7d060b10100000092030a4a6f6e67726f20424251","40.7638557","-73.809483","Jongro BBQ, 155-14 Roosevelt Avenue, New York, NY 11354, United States of America","693","1","local business | food | indoor | group-friendly | catering | catering restaurant | catering restaurant barbecue | catering restaurant korean | Jongro BBQ, 155-14 Roosevelt Avenue, New York, NY 11354, United States of America","food stop","name=Jongro BBQ | formatted=Jongro BBQ, 155-14 Roosevelt Avenue, New York, NY 11354, United States of America | address_line1=Jongro BBQ | address_line2=155-14 Roosevelt Avenue, New York, NY 11354, United States of America | categories=catering;catering.restaurant;catering.restaurant.barbecue;catering.restaurant.korean | city=New York | street=Roosevelt Avenue | housenumber=155-14"
"geoapify","IHOP","geoapify:catering","catering | catering.restaurant","geoapify","513fa5efdaca7352c0597a89906ad8614440f00103f9014a2cd0ab0000000092030449484f50","40.764417","-73.8092563","IHOP, 155-17 Northern Boulevard, New York, NY 11354, United States of America","699","1","local business | food | indoor | group-friendly | catering | catering restaurant | IHOP, 155-17 Northern Boulevard, New York, NY 11354, United States of America","food stop","name=IHOP | formatted=IHOP, 155-17 Northern Boulevard, New York, NY 11354, United States of America | address_line1=IHOP | address_line2=155-17 Northern Boulevard, New York, NY 11354, United States of America | categories=catering;catering.restaurant | city=New York | street=Northern Boulevard | housenumber=155-17"
"geoapify","Peking Empire","geoapify:catering","catering | catering.restaurant","geoapify","5187fe092ed67452c0590a70c51ad3614440f00103f90112aeddab0000000092030d50656b696e6720456d70697265","40.7642549","-73.8255725","Peking Empire, 141-06 Northern Boulevard, New York, NY 11354, United States of America","700","1","local business | food | indoor | group-friendly | catering | catering restaurant | Peking Empire, 141-06 Northern Boulevard, New York, NY 11354, United States of America","food stop","name=Peking Empire | formatted=Peking Empire, 141-06 Northern Boulevard, New York, NY 11354, United States of America | address_line1=Peking Empire | address_line2=141-06 Northern Boulevard, New York, NY 11354, United States of America | categories=catering;catering.restaurant | city=New York | street=Northern Boulevard | housenumber=141-06"
"geoapify","Bowne Park Deli","geoapify:commercial","commercial","geoapify","5188b02b77307452c059df760607c5624440f00103f901705b40210300000092030f426f776e65205061726b2044656c69","40.7716378","-73.8154581","Bowne Park Deli, 150-09 Bayside Avenue, New York, NY 11354, United States of America","709","1","local business | commercial | Bowne Park Deli, 150-09 Bayside Avenue, New York, NY 11354, United States of America","visit place","name=Bowne Park Deli | formatted=Bowne Park Deli, 150-09 Bayside Avenue, New York, NY 11354, United States of America | address_line1=Bowne Park Deli | address_line2=150-09 Bayside Avenue, New York, NY 11354, United States of America | categories=commercial | city=New York | street=Bayside Avenue | housenumber=150-09"
"geoapify","Pizza Maru","geoapify:catering","catering | catering.restaurant","geoapify","51e213573ac47352c0596f137d49be614440f00103f901497bd87a0100000092030a50697a7a61204d617275","40.7636196","-73.8088518","Pizza Maru, 156-16 Northern Boulevard, New York, NY 11354, United States of America","752","1","local business | food | indoor | group-friendly | catering | catering restaurant | Pizza Maru, 156-16 Northern Boulevard, New York, NY 11354, United States of America","food stop","name=Pizza Maru | formatted=Pizza Maru, 156-16 Northern Boulevard, New York, NY 11354, United States of America | address_line1=Pizza Maru | address_line2=156-16 Northern Boulevard, New York, NY 11354, United States of America | categories=catering;catering.restaurant | city=New York | street=Northern Boulevard | housenumber=156-16"
